# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-09-17 15:56:16 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06846300 BEAVER C NR HERNDON, KS
# -----------------------------------------------------------------------------------
#
# Data provided for site 06846300
#            TS   parameter     statistic     Description
#         54700       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	54700_00060_00003	54700_00060_00003_cd
USGS	06846300	1964-06-18	131	A
USGS	06846300	1964-06-19	82.0	A
USGS	06846300	1964-06-20	43.0	A
USGS	06846300	1964-06-21	41.0	A
USGS	06846300	1964-06-22	52.0	A
USGS	06846300	1964-06-23	64.0	A
USGS	06846300	1964-06-24	35.0	A
USGS	06846300	1964-06-25	26.0	A
USGS	06846300	1964-06-26	20.0	A
USGS	06846300	1964-06-27	16.0	A
USGS	06846300	1964-06-28	15.0	A
USGS	06846300	1964-06-29	14.0	A
USGS	06846300	1964-06-30	12.0	A
USGS	06846300	1964-07-01	9.80	A
USGS	06846300	1964-07-02	8.20	A
USGS	06846300	1964-07-03	7.30	A
USGS	06846300	1964-07-04	5.70	A
USGS	06846300	1964-07-05	5.10	A
USGS	06846300	1964-07-06	4.70	A
USGS	06846300	1964-07-07	4.00	A
USGS	06846300	1964-07-08	3.00	A
USGS	06846300	1964-07-09	7.10	A
USGS	06846300	1964-07-10	139	A
USGS	06846300	1964-07-11	76.0	A
USGS	06846300	1964-07-12	18.0	A
USGS	06846300	1964-07-13	27.0	A
USGS	06846300	1964-07-14	14.0	A
USGS	06846300	1964-07-15	8.80	A
USGS	06846300	1964-07-16	6.00	A
USGS	06846300	1964-07-17	4.00	A
USGS	06846300	1964-07-18	3.20	A
USGS	06846300	1964-07-19	2.60	A
USGS	06846300	1964-07-20	2.10	A
USGS	06846300	1964-07-21	1.90	A
USGS	06846300	1964-07-22	1.40	A
USGS	06846300	1964-07-23	1.00	A
USGS	06846300	1964-07-24	0.80	A
USGS	06846300	1964-07-25	0.50	A
USGS	06846300	1964-07-26	0.40	A
USGS	06846300	1964-07-27	0.40	A
USGS	06846300	1964-07-28	0.10	A
USGS	06846300	1964-07-29	0.10	A
USGS	06846300	1964-07-30	0.00	A
USGS	06846300	1964-07-31	0.00	A
USGS	06846300	1964-08-01	0.00	A
USGS	06846300	1964-08-02	0.00	A
USGS	06846300	1964-08-03	0.00	A
USGS	06846300	1964-08-04	0.00	A
USGS	06846300	1964-08-05	0.00	A
USGS	06846300	1964-08-06	0.00	A
USGS	06846300	1964-08-07	0.00	A
USGS	06846300	1964-08-08	0.00	A
USGS	06846300	1964-08-09	0.00	A
USGS	06846300	1964-08-10	0.00	A
USGS	06846300	1964-08-11	0.00	A
USGS	06846300	1964-08-12	0.00	A
USGS	06846300	1964-08-13	0.00	A
USGS	06846300	1964-08-14	0.00	A
USGS	06846300	1964-08-15	0.00	A
USGS	06846300	1964-08-16	0.00	A
USGS	06846300	1964-08-17	0.00	A
USGS	06846300	1964-08-18	0.00	A
USGS	06846300	1964-08-19	52.0	A
USGS	06846300	1964-08-20	166	A
USGS	06846300	1964-08-21	4.00	A
USGS	06846300	1964-08-22	9.90	A
USGS	06846300	1964-08-23	3.00	A
USGS	06846300	1964-08-24	1.10	A
USGS	06846300	1964-08-25	0.30	A
USGS	06846300	1964-08-26	0.20	A
USGS	06846300	1964-08-27	0.10	A
USGS	06846300	1964-08-28	0.00	A
USGS	06846300	1964-08-29	0.00	A
USGS	06846300	1964-08-30	0.00	A
USGS	06846300	1964-08-31	0.00	A
USGS	06846300	1964-09-01	0.00	A
USGS	06846300	1964-09-02	0.00	A
USGS	06846300	1964-09-03	0.00	A
USGS	06846300	1964-09-04	0.00	A
USGS	06846300	1964-09-05	0.00	A
USGS	06846300	1964-09-06	0.00	A
USGS	06846300	1964-09-07	0.00	A
USGS	06846300	1964-09-08	0.00	A
USGS	06846300	1964-09-09	0.00	A
USGS	06846300	1964-09-10	0.00	A
USGS	06846300	1964-09-11	0.00	A
USGS	06846300	1964-09-12	0.00	A
USGS	06846300	1964-09-13	0.00	A
USGS	06846300	1964-09-14	0.00	A
USGS	06846300	1964-09-15	0.00	A
USGS	06846300	1964-09-16	0.00	A
USGS	06846300	1964-09-17	0.00	A
USGS	06846300	1964-09-18	0.00	A
USGS	06846300	1964-09-19	0.00	A
USGS	06846300	1964-09-20	0.00	A
USGS	06846300	1964-09-21	0.00	A
USGS	06846300	1964-09-22	0.00	A
USGS	06846300	1964-09-23	0.00	A
USGS	06846300	1964-09-24	0.00	A
USGS	06846300	1964-09-25	0.00	A
USGS	06846300	1964-09-26	0.00	A
USGS	06846300	1964-09-27	0.00	A
USGS	06846300	1964-09-28	0.00	A
USGS	06846300	1964-09-29	0.00	A
USGS	06846300	1964-09-30	0.00	A
USGS	06846300	1964-10-01	0.50	A
USGS	06846300	1964-10-02	0.00	A
USGS	06846300	1964-10-03	0.00	A
USGS	06846300	1964-10-04	0.00	A
USGS	06846300	1964-10-05	0.00	A
USGS	06846300	1964-10-06	0.00	A
USGS	06846300	1964-10-07	0.00	A
USGS	06846300	1964-10-08	0.00	A
USGS	06846300	1964-10-09	0.00	A
USGS	06846300	1964-10-10	0.00	A
USGS	06846300	1964-10-11	0.00	A
USGS	06846300	1964-10-12	0.00	A
USGS	06846300	1964-10-13	0.00	A
USGS	06846300	1964-10-14	0.00	A
USGS	06846300	1964-10-15	0.00	A
USGS	06846300	1964-10-16	0.00	A
USGS	06846300	1964-10-17	0.00	A
USGS	06846300	1964-10-18	0.00	A
USGS	06846300	1964-10-19	0.00	A
USGS	06846300	1964-10-20	0.00	A
USGS	06846300	1964-10-21	0.00	A
USGS	06846300	1964-10-22	0.00	A
USGS	06846300	1964-10-23	0.00	A
USGS	06846300	1964-10-24	0.40	A
USGS	06846300	1964-10-25	0.60	A
USGS	06846300	1964-10-26	0.10	A
USGS	06846300	1964-10-27	0.00	A
USGS	06846300	1964-10-28	0.00	A
USGS	06846300	1964-10-29	0.00	A
USGS	06846300	1964-10-30	0.00	A
USGS	06846300	1964-10-31	0.00	A
USGS	06846300	1964-11-01	0.00	A
USGS	06846300	1964-11-02	0.00	A
USGS	06846300	1964-11-03	0.20	A
USGS	06846300	1964-11-04	0.20	A
USGS	06846300	1964-11-05	0.20	A
USGS	06846300	1964-11-06	0.20	A
USGS	06846300	1964-11-07	0.00	A
USGS	06846300	1964-11-08	0.00	A
USGS	06846300	1964-11-09	0.00	A
USGS	06846300	1964-11-10	0.00	A
USGS	06846300	1964-11-11	0.00	A
USGS	06846300	1964-11-12	0.00	A
USGS	06846300	1964-11-13	0.00	A
USGS	06846300	1964-11-14	0.00	A
USGS	06846300	1964-11-15	0.00	A
USGS	06846300	1964-11-16	0.00	A
USGS	06846300	1964-11-17	0.00	A
USGS	06846300	1964-11-18	0.00	A
USGS	06846300	1964-11-19	0.00	A
USGS	06846300	1964-11-20	0.00	A
USGS	06846300	1964-11-21	0.00	A
USGS	06846300	1964-11-22	0.00	A
USGS	06846300	1964-11-23	0.00	A
USGS	06846300	1964-11-24	0.00	A
USGS	06846300	1964-11-25	0.00	A
USGS	06846300	1964-11-26	0.00	A
USGS	06846300	1964-11-27	0.00	A
USGS	06846300	1964-11-28	0.00	A
USGS	06846300	1964-11-29	0.00	A
USGS	06846300	1964-11-30	0.00	A
USGS	06846300	1964-12-01	0.00	A
USGS	06846300	1964-12-02	0.00	A
USGS	06846300	1964-12-03	0.00	A
USGS	06846300	1964-12-04	0.00	A
USGS	06846300	1964-12-05	0.00	A
USGS	06846300	1964-12-06	0.00	A
USGS	06846300	1964-12-07	0.00	A
USGS	06846300	1964-12-08	0.00	A
USGS	06846300	1964-12-09	0.00	A
USGS	06846300	1964-12-10	0.00	A
USGS	06846300	1964-12-11	0.00	A
USGS	06846300	1964-12-12	0.00	A
USGS	06846300	1964-12-13	0.00	A
USGS	06846300	1964-12-14	0.20	A
USGS	06846300	1964-12-15	0.10	A
USGS	06846300	1964-12-16	0.00	A
USGS	06846300	1964-12-17	0.00	A
USGS	06846300	1964-12-18	0.00	A
USGS	06846300	1964-12-19	0.00	A
USGS	06846300	1964-12-20	0.00	A
USGS	06846300	1964-12-21	0.00	A
USGS	06846300	1964-12-22	0.00	A
USGS	06846300	1964-12-23	0.00	A
USGS	06846300	1964-12-24	0.00	A
USGS	06846300	1964-12-25	0.00	A
USGS	06846300	1964-12-26	0.00	A
USGS	06846300	1964-12-27	0.00	A
USGS	06846300	1964-12-28	0.80	A
USGS	06846300	1964-12-29	0.40	A
USGS	06846300	1964-12-30	0.20	A
USGS	06846300	1964-12-31	0.10	A
USGS	06846300	1965-01-01	0.10	A
USGS	06846300	1965-01-02	0.10	A
USGS	06846300	1965-01-03	0.00	A
USGS	06846300	1965-01-04	0.00	A
USGS	06846300	1965-01-05	0.00	A
USGS	06846300	1965-01-06	0.00	A
USGS	06846300	1965-01-07	0.20	A
USGS	06846300	1965-01-08	0.20	A
USGS	06846300	1965-01-09	0.10	A
USGS	06846300	1965-01-10	0.00	A
USGS	06846300	1965-01-11	0.00	A
USGS	06846300	1965-01-12	0.00	A
USGS	06846300	1965-01-13	0.00	A
USGS	06846300	1965-01-14	0.00	A
USGS	06846300	1965-01-15	0.30	A
USGS	06846300	1965-01-16	0.20	A
USGS	06846300	1965-01-17	0.10	A
USGS	06846300	1965-01-18	0.00	A
USGS	06846300	1965-01-19	0.00	A
USGS	06846300	1965-01-20	0.00	A
USGS	06846300	1965-01-21	0.00	A
USGS	06846300	1965-01-22	0.00	A
USGS	06846300	1965-01-23	0.00	A
USGS	06846300	1965-01-24	0.10	A
USGS	06846300	1965-01-25	0.20	A
USGS	06846300	1965-01-26	0.10	A
USGS	06846300	1965-01-27	0.10	A
USGS	06846300	1965-01-28	0.00	A
USGS	06846300	1965-01-29	0.00	A
USGS	06846300	1965-01-30	0.00	A
USGS	06846300	1965-01-31	0.00	A
USGS	06846300	1965-02-01	0.00	A
USGS	06846300	1965-02-02	0.00	A
USGS	06846300	1965-02-03	0.00	A
USGS	06846300	1965-02-04	0.00	A
USGS	06846300	1965-02-05	0.00	A
USGS	06846300	1965-02-06	0.00	A
USGS	06846300	1965-02-07	0.00	A
USGS	06846300	1965-02-08	0.00	A
USGS	06846300	1965-02-09	0.00	A
USGS	06846300	1965-02-10	0.00	A
USGS	06846300	1965-02-11	0.00	A
USGS	06846300	1965-02-12	0.00	A
USGS	06846300	1965-02-13	0.00	A
USGS	06846300	1965-02-14	0.00	A
USGS	06846300	1965-02-15	0.00	A
USGS	06846300	1965-02-16	0.00	A
USGS	06846300	1965-02-17	0.00	A
USGS	06846300	1965-02-18	0.00	A
USGS	06846300	1965-02-19	0.70	A
USGS	06846300	1965-02-20	1.50	A
USGS	06846300	1965-02-21	0.50	A
USGS	06846300	1965-02-22	0.00	A
USGS	06846300	1965-02-23	0.00	A
USGS	06846300	1965-02-24	0.00	A
USGS	06846300	1965-02-25	0.00	A
USGS	06846300	1965-02-26	0.00	A
USGS	06846300	1965-02-27	0.00	A
USGS	06846300	1965-02-28	0.00	A
USGS	06846300	1965-03-01	0.00	A
USGS	06846300	1965-03-02	0.00	A
USGS	06846300	1965-03-03	0.00	A
USGS	06846300	1965-03-04	0.00	A
USGS	06846300	1965-03-05	0.00	A
USGS	06846300	1965-03-06	0.00	A
USGS	06846300	1965-03-07	0.00	A
USGS	06846300	1965-03-08	0.00	A
USGS	06846300	1965-03-09	0.00	A
USGS	06846300	1965-03-10	0.60	A
USGS	06846300	1965-03-11	0.70	A
USGS	06846300	1965-03-12	0.80	A
USGS	06846300	1965-03-13	0.90	A
USGS	06846300	1965-03-14	0.90	A
USGS	06846300	1965-03-15	0.40	A
USGS	06846300	1965-03-16	0.30	A
USGS	06846300	1965-03-17	0.20	A
USGS	06846300	1965-03-18	0.00	A
USGS	06846300	1965-03-19	0.00	A
USGS	06846300	1965-03-20	0.00	A
USGS	06846300	1965-03-21	0.00	A
USGS	06846300	1965-03-22	0.00	A
USGS	06846300	1965-03-23	0.00	A
USGS	06846300	1965-03-24	0.00	A
USGS	06846300	1965-03-25	0.00	A
USGS	06846300	1965-03-26	0.00	A
USGS	06846300	1965-03-27	0.00	A
USGS	06846300	1965-03-28	0.00	A
USGS	06846300	1965-03-29	0.00	A
USGS	06846300	1965-03-30	0.00	A
USGS	06846300	1965-03-31	0.50	A
USGS	06846300	1965-04-01	2.30	A
USGS	06846300	1965-04-02	1.40	A
USGS	06846300	1965-04-03	0.20	A
USGS	06846300	1965-04-04	0.10	A
USGS	06846300	1965-04-05	0.00	A
USGS	06846300	1965-04-06	0.00	A
USGS	06846300	1965-04-07	0.00	A
USGS	06846300	1965-04-08	0.00	A
USGS	06846300	1965-04-09	0.00	A
USGS	06846300	1965-04-10	0.00	A
USGS	06846300	1965-04-11	0.00	A
USGS	06846300	1965-04-12	0.00	A
USGS	06846300	1965-04-13	0.00	A
USGS	06846300	1965-04-14	0.00	A
USGS	06846300	1965-04-15	0.00	A
USGS	06846300	1965-04-16	0.00	A
USGS	06846300	1965-04-17	0.00	A
USGS	06846300	1965-04-18	0.00	A
USGS	06846300	1965-04-19	0.00	A
USGS	06846300	1965-04-20	0.00	A
USGS	06846300	1965-04-21	0.00	A
USGS	06846300	1965-04-22	0.20	A
USGS	06846300	1965-04-23	0.40	A
USGS	06846300	1965-04-24	0.20	A
USGS	06846300	1965-04-25	0.10	A
USGS	06846300	1965-04-26	0.00	A
USGS	06846300	1965-04-27	0.10	A
USGS	06846300	1965-04-28	0.10	A
USGS	06846300	1965-04-29	0.10	A
USGS	06846300	1965-04-30	0.10	A
USGS	06846300	1965-05-01	0.10	A
USGS	06846300	1965-05-02	0.10	A
USGS	06846300	1965-05-03	0.10	A
USGS	06846300	1965-05-04	0.10	A
USGS	06846300	1965-05-05	0.00	A
USGS	06846300	1965-05-06	0.00	A
USGS	06846300	1965-05-07	0.00	A
USGS	06846300	1965-05-08	0.00	A
USGS	06846300	1965-05-09	0.00	A
USGS	06846300	1965-05-10	0.00	A
USGS	06846300	1965-05-11	0.00	A
USGS	06846300	1965-05-12	0.00	A
USGS	06846300	1965-05-13	0.00	A
USGS	06846300	1965-05-14	0.20	A
USGS	06846300	1965-05-15	0.10	A
USGS	06846300	1965-05-16	0.00	A
USGS	06846300	1965-05-17	0.00	A
USGS	06846300	1965-05-18	0.10	A
USGS	06846300	1965-05-19	0.00	A
USGS	06846300	1965-05-20	0.00	A
USGS	06846300	1965-05-21	0.00	A
USGS	06846300	1965-05-22	0.00	A
USGS	06846300	1965-05-23	0.00	A
USGS	06846300	1965-05-24	231	A
USGS	06846300	1965-05-25	2430	A
USGS	06846300	1965-05-26	2150	A
USGS	06846300	1965-05-27	1180	A
USGS	06846300	1965-05-28	509	A
USGS	06846300	1965-05-29	260	A
USGS	06846300	1965-05-30	132	A
USGS	06846300	1965-05-31	90.0	A
USGS	06846300	1965-06-01	91.0	A
USGS	06846300	1965-06-02	138	A
USGS	06846300	1965-06-03	107	A
USGS	06846300	1965-06-04	60.0	A
USGS	06846300	1965-06-05	51.0	A
USGS	06846300	1965-06-06	45.0	A
USGS	06846300	1965-06-07	42.0	A
USGS	06846300	1965-06-08	41.0	A
USGS	06846300	1965-06-09	39.0	A
USGS	06846300	1965-06-10	45.0	A
USGS	06846300	1965-06-11	719	A
USGS	06846300	1965-06-12	640	A
USGS	06846300	1965-06-13	472	A
USGS	06846300	1965-06-14	245	A
USGS	06846300	1965-06-15	134	A
USGS	06846300	1965-06-16	100	A
USGS	06846300	1965-06-17	80.0	A
USGS	06846300	1965-06-18	69.0	A
USGS	06846300	1965-06-19	62.0	A
USGS	06846300	1965-06-20	131	A
USGS	06846300	1965-06-21	74.0	A
USGS	06846300	1965-06-22	54.0	A
USGS	06846300	1965-06-23	45.0	A
USGS	06846300	1965-06-24	67.0	A
USGS	06846300	1965-06-25	100	A
USGS	06846300	1965-06-26	59.0	A
USGS	06846300	1965-06-27	50.0	A
USGS	06846300	1965-06-28	67.0	A
USGS	06846300	1965-06-29	39.0	A
USGS	06846300	1965-06-30	31.0	A
USGS	06846300	1965-07-01	49.0	A
USGS	06846300	1965-07-02	34.0	A
USGS	06846300	1965-07-03	95.0	A
USGS	06846300	1965-07-04	151	A
USGS	06846300	1965-07-05	149	A
USGS	06846300	1965-07-06	216	A
USGS	06846300	1965-07-07	204	A
USGS	06846300	1965-07-08	108	A
USGS	06846300	1965-07-09	315	A
USGS	06846300	1965-07-10	224	A
USGS	06846300	1965-07-11	394	A
USGS	06846300	1965-07-12	118	A
USGS	06846300	1965-07-13	69.0	A
USGS	06846300	1965-07-14	55.0	A
USGS	06846300	1965-07-15	46.0	A
USGS	06846300	1965-07-16	40.0	A
USGS	06846300	1965-07-17	35.0	A
USGS	06846300	1965-07-18	31.0	A
USGS	06846300	1965-07-19	30.0	A
USGS	06846300	1965-07-20	27.0	A
USGS	06846300	1965-07-21	27.0	A
USGS	06846300	1965-07-22	26.0	A
USGS	06846300	1965-07-23	24.0	A
USGS	06846300	1965-07-24	41.0	A
USGS	06846300	1965-07-25	27.0	A
USGS	06846300	1965-07-26	152	A
USGS	06846300	1965-07-27	107	A
USGS	06846300	1965-07-28	59.0	A
USGS	06846300	1965-07-29	40.0	A
USGS	06846300	1965-07-30	30.0	A
USGS	06846300	1965-07-31	25.0	A
USGS	06846300	1965-08-01	20.0	A
USGS	06846300	1965-08-02	18.0	A
USGS	06846300	1965-08-03	17.0	A
USGS	06846300	1965-08-04	16.0	A
USGS	06846300	1965-08-05	15.0	A
USGS	06846300	1965-08-06	15.0	A
USGS	06846300	1965-08-07	14.0	A
USGS	06846300	1965-08-08	13.0	A
USGS	06846300	1965-08-09	12.0	A
USGS	06846300	1965-08-10	11.0	A
USGS	06846300	1965-08-11	10.0	A
USGS	06846300	1965-08-12	9.40	A
USGS	06846300	1965-08-13	7.90	A
USGS	06846300	1965-08-14	7.00	A
USGS	06846300	1965-08-15	6.10	A
USGS	06846300	1965-08-16	5.20	A
USGS	06846300	1965-08-17	4.60	A
USGS	06846300	1965-08-18	5.80	A
USGS	06846300	1965-08-19	4.90	A
USGS	06846300	1965-08-20	5.80	A
USGS	06846300	1965-08-21	7.30	A
USGS	06846300	1965-08-22	12.0	A
USGS	06846300	1965-08-23	22.0	A
USGS	06846300	1965-08-24	134	A
USGS	06846300	1965-08-25	99.0	A
USGS	06846300	1965-08-26	94.0	A
USGS	06846300	1965-08-27	29.0	A
USGS	06846300	1965-08-28	20.0	A
USGS	06846300	1965-08-29	44.0	A
USGS	06846300	1965-08-30	84.0	A
USGS	06846300	1965-08-31	42.0	A
USGS	06846300	1965-09-01	28.0	A
USGS	06846300	1965-09-02	22.0	A
USGS	06846300	1965-09-03	41.0	A
USGS	06846300	1965-09-04	36.0	A
USGS	06846300	1965-09-05	20.0	A
USGS	06846300	1965-09-06	50.0	A
USGS	06846300	1965-09-07	34.0	A
USGS	06846300	1965-09-08	34.0	A
USGS	06846300	1965-09-09	26.0	A
USGS	06846300	1965-09-10	20.0	A
USGS	06846300	1965-09-11	18.0	A
USGS	06846300	1965-09-12	17.0	A
USGS	06846300	1965-09-13	16.0	A
USGS	06846300	1965-09-14	15.0	A
USGS	06846300	1965-09-15	15.0	A
USGS	06846300	1965-09-16	14.0	A
USGS	06846300	1965-09-17	14.0	A
USGS	06846300	1965-09-18	16.0	A
USGS	06846300	1965-09-19	23.0	A
USGS	06846300	1965-09-20	397	A
USGS	06846300	1965-09-21	307	A
USGS	06846300	1965-09-22	243	A
USGS	06846300	1965-09-23	178	A
USGS	06846300	1965-09-24	93.0	A
USGS	06846300	1965-09-25	103	A
USGS	06846300	1965-09-26	78.0	A
USGS	06846300	1965-09-27	62.0	A
USGS	06846300	1965-09-28	53.0	A
USGS	06846300	1965-09-29	658	A
USGS	06846300	1965-09-30	450	A
USGS	06846300	1965-10-01	474	A
USGS	06846300	1965-10-02	324	A
USGS	06846300	1965-10-03	229	A
USGS	06846300	1965-10-04	176	A
USGS	06846300	1965-10-05	104	A
USGS	06846300	1965-10-06	81.0	A
USGS	06846300	1965-10-07	69.0	A
USGS	06846300	1965-10-08	62.0	A
USGS	06846300	1965-10-09	56.0	A
USGS	06846300	1965-10-10	51.0	A
USGS	06846300	1965-10-11	47.0	A
USGS	06846300	1965-10-12	45.0	A
USGS	06846300	1965-10-13	44.0	A
USGS	06846300	1965-10-14	44.0	A
USGS	06846300	1965-10-15	42.0	A
USGS	06846300	1965-10-16	40.0	A
USGS	06846300	1965-10-17	50.0	A
USGS	06846300	1965-10-18	241	A
USGS	06846300	1965-10-19	476	A
USGS	06846300	1965-10-20	374	A
USGS	06846300	1965-10-21	241	A
USGS	06846300	1965-10-22	159	A
USGS	06846300	1965-10-23	151	A
USGS	06846300	1965-10-24	90.0	A
USGS	06846300	1965-10-25	74.0	A
USGS	06846300	1965-10-26	65.0	A
USGS	06846300	1965-10-27	60.0	A
USGS	06846300	1965-10-28	56.0	A
USGS	06846300	1965-10-29	53.0	A
USGS	06846300	1965-10-30	50.0	A
USGS	06846300	1965-10-31	48.0	A
USGS	06846300	1965-11-01	46.0	A
USGS	06846300	1965-11-02	45.0	A
USGS	06846300	1965-11-03	43.0	A
USGS	06846300	1965-11-04	41.0	A
USGS	06846300	1965-11-05	40.0	A
USGS	06846300	1965-11-06	40.0	A
USGS	06846300	1965-11-07	39.0	A
USGS	06846300	1965-11-08	39.0	A
USGS	06846300	1965-11-09	38.0	A
USGS	06846300	1965-11-10	38.0	A
USGS	06846300	1965-11-11	38.0	A
USGS	06846300	1965-11-12	37.0	A
USGS	06846300	1965-11-13	37.0	A
USGS	06846300	1965-11-14	36.0	A
USGS	06846300	1965-11-15	36.0	A
USGS	06846300	1965-11-16	35.0	A
USGS	06846300	1965-11-17	34.0	A
USGS	06846300	1965-11-18	33.0	A
USGS	06846300	1965-11-19	33.0	A
USGS	06846300	1965-11-20	32.0	A
USGS	06846300	1965-11-21	32.0	A
USGS	06846300	1965-11-22	32.0	A
USGS	06846300	1965-11-23	31.0	A
USGS	06846300	1965-11-24	31.0	A
USGS	06846300	1965-11-25	31.0	A
USGS	06846300	1965-11-26	30.0	A
USGS	06846300	1965-11-27	30.0	A
USGS	06846300	1965-11-28	29.0	A
USGS	06846300	1965-11-29	29.0	A
USGS	06846300	1965-11-30	29.0	A
USGS	06846300	1965-12-01	28.0	A
USGS	06846300	1965-12-02	27.0	A
USGS	06846300	1965-12-03	27.0	A
USGS	06846300	1965-12-04	27.0	A
USGS	06846300	1965-12-05	27.0	A
USGS	06846300	1965-12-06	27.0	A
USGS	06846300	1965-12-07	27.0	A
USGS	06846300	1965-12-08	27.0	A
USGS	06846300	1965-12-09	27.0	A
USGS	06846300	1965-12-10	27.0	A
USGS	06846300	1965-12-11	27.0	A
USGS	06846300	1965-12-12	27.0	A
USGS	06846300	1965-12-13	27.0	A
USGS	06846300	1965-12-14	27.0	A
USGS	06846300	1965-12-15	25.0	A
USGS	06846300	1965-12-16	22.0	A
USGS	06846300	1965-12-17	19.0	A
USGS	06846300	1965-12-18	18.0	A
USGS	06846300	1965-12-19	23.0	A
USGS	06846300	1965-12-20	28.0	A
USGS	06846300	1965-12-21	34.0	A
USGS	06846300	1965-12-22	38.0	A
USGS	06846300	1965-12-23	27.0	A
USGS	06846300	1965-12-24	28.0	A
USGS	06846300	1965-12-25	26.0	A
USGS	06846300	1965-12-26	23.0	A
USGS	06846300	1965-12-27	20.0	A
USGS	06846300	1965-12-28	21.0	A
USGS	06846300	1965-12-29	26.0	A
USGS	06846300	1965-12-30	33.0	A
USGS	06846300	1965-12-31	28.0	A
USGS	06846300	1966-01-01	27.0	A
USGS	06846300	1966-01-02	26.0	A
USGS	06846300	1966-01-03	23.0	A
USGS	06846300	1966-01-04	22.0	A
USGS	06846300	1966-01-05	21.0	A
USGS	06846300	1966-01-06	21.0	A
USGS	06846300	1966-01-07	22.0	A
USGS	06846300	1966-01-08	23.0	A
USGS	06846300	1966-01-09	23.0	A
USGS	06846300	1966-01-10	23.0	A
USGS	06846300	1966-01-11	22.0	A
USGS	06846300	1966-01-12	22.0	A
USGS	06846300	1966-01-13	23.0	A
USGS	06846300	1966-01-14	22.0	A
USGS	06846300	1966-01-15	22.0	A
USGS	06846300	1966-01-16	20.0	A
USGS	06846300	1966-01-17	18.0	A
USGS	06846300	1966-01-18	17.0	A
USGS	06846300	1966-01-19	18.0	A
USGS	06846300	1966-01-20	19.0	A
USGS	06846300	1966-01-21	18.0	A
USGS	06846300	1966-01-22	17.0	A
USGS	06846300	1966-01-23	17.0	A
USGS	06846300	1966-01-24	17.0	A
USGS	06846300	1966-01-25	17.0	A
USGS	06846300	1966-01-26	16.0	A
USGS	06846300	1966-01-27	18.0	A
USGS	06846300	1966-01-28	16.0	A
USGS	06846300	1966-01-29	15.0	A
USGS	06846300	1966-01-30	15.0	A
USGS	06846300	1966-01-31	16.0	A
USGS	06846300	1966-02-01	17.0	A
USGS	06846300	1966-02-02	16.0	A
USGS	06846300	1966-02-03	15.0	A
USGS	06846300	1966-02-04	16.0	A
USGS	06846300	1966-02-05	20.0	A
USGS	06846300	1966-02-06	23.0	A
USGS	06846300	1966-02-07	30.0	A
USGS	06846300	1966-02-08	33.0	A
USGS	06846300	1966-02-09	35.0	A
USGS	06846300	1966-02-10	33.0	A
USGS	06846300	1966-02-11	32.0	A
USGS	06846300	1966-02-12	31.0	A
USGS	06846300	1966-02-13	33.0	A
USGS	06846300	1966-02-14	29.0	A
USGS	06846300	1966-02-15	27.0	A
USGS	06846300	1966-02-16	25.0	A
USGS	06846300	1966-02-17	26.0	A
USGS	06846300	1966-02-18	30.0	A
USGS	06846300	1966-02-19	26.0	A
USGS	06846300	1966-02-20	23.0	A
USGS	06846300	1966-02-21	20.0	A
USGS	06846300	1966-02-22	19.0	A
USGS	06846300	1966-02-23	21.0	A
USGS	06846300	1966-02-24	27.0	A
USGS	06846300	1966-02-25	35.0	A
USGS	06846300	1966-02-26	47.0	A
USGS	06846300	1966-02-27	60.0	A
USGS	06846300	1966-02-28	45.0	A
USGS	06846300	1966-03-01	34.0	A
USGS	06846300	1966-03-02	30.0	A
USGS	06846300	1966-03-03	29.0	A
USGS	06846300	1966-03-04	26.0	A
USGS	06846300	1966-03-05	22.0	A
USGS	06846300	1966-03-06	20.0	A
USGS	06846300	1966-03-07	21.0	A
USGS	06846300	1966-03-08	22.0	A
USGS	06846300	1966-03-09	25.0	A
USGS	06846300	1966-03-10	26.0	A
USGS	06846300	1966-03-11	25.0	A
USGS	06846300	1966-03-12	24.0	A
USGS	06846300	1966-03-13	23.0	A
USGS	06846300	1966-03-14	22.0	A
USGS	06846300	1966-03-15	22.0	A
USGS	06846300	1966-03-16	21.0	A
USGS	06846300	1966-03-17	21.0	A
USGS	06846300	1966-03-18	20.0	A
USGS	06846300	1966-03-19	21.0	A
USGS	06846300	1966-03-20	20.0	A
USGS	06846300	1966-03-21	19.0	A
USGS	06846300	1966-03-22	21.0	A
USGS	06846300	1966-03-23	18.0	A
USGS	06846300	1966-03-24	16.0	A
USGS	06846300	1966-03-25	18.0	A
USGS	06846300	1966-03-26	21.0	A
USGS	06846300	1966-03-27	27.0	A
USGS	06846300	1966-03-28	26.0	A
USGS	06846300	1966-03-29	25.0	A
USGS	06846300	1966-03-30	24.0	A
